feature_code,token_type,source_table,cutoff_rule,transformation,missing_value_policy,value_column,time_column,observed_rows
Potassium__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Potassium__prev2,t__Potassium__prev2,14440
Potassium__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Potassium__prev3,t__Potassium__prev3,10026
Potassium__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Potassium__prior_count,t__Potassium__prior_count,24741
Potassium__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Potassium__slope_per_day,t__Potassium__slope_per_day,14440
Potassium__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Potassium__std_24h,t__Potassium__std_24h,77
Potassium__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Potassium__std_72h,t__Potassium__std_72h,9690
Protein_total__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Protein_total__delta,t__Protein_total__delta,14394
Protein_total__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Protein_total__first_admission,t__Protein_total__first_admission,24701
Protein_total__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Protein_total__max_24h,t__Protein_total__max_24h,17403
Protein_total__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Protein_total__max_72h,t__Protein_total__max_72h,22753
Protein_total__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Protein_total__mean_24h,t__Protein_total__mean_24h,17403
Protein_total__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Protein_total__mean_72h,t__Protein_total__mean_72h,22753
Protein_total__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Protein_total__min_24h,t__Protein_total__min_24h,17403
Protein_total__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Protein_total__min_72h,t__Protein_total__min_72h,22753
Protein_total__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Protein_total__prev1,t__Protein_total__prev1,24701
Protein_total__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Protein_total__prev2,t__Protein_total__prev2,14394
Protein_total__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Protein_total__prev3,t__Protein_total__prev3,9996
Protein_total__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Protein_total__prior_count,t__Protein_total__prior_count,24701
Protein_total__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Protein_total__slope_per_day,t__Protein_total__slope_per_day,14394
Protein_total__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Protein_total__std_24h,t__Protein_total__std_24h,75
Protein_total__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Protein_total__std_72h,t__Protein_total__std_72h,9674
RBC__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__RBC__delta,t__RBC__delta,4311
RBC__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__RBC__first_admission,t__RBC__first_admission,6189
RBC__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__RBC__max_24h,t__RBC__max_24h,3297
RBC__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__RBC__max_72h,t__RBC__max_72h,5076
RBC__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__RBC__mean_24h,t__RBC__mean_24h,3297
RBC__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__RBC__mean_72h,t__RBC__mean_72h,5076
RBC__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__RBC__min_24h,t__RBC__min_24h,3297
RBC__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__RBC__min_72h,t__RBC__min_72h,5076
RBC__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__RBC__prev1,t__RBC__prev1,6189
RBC__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__RBC__prev2,t__RBC__prev2,4311
RBC__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__RBC__prev3,t__RBC__prev3,3289
RBC__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__RBC__prior_count,t__RBC__prior_count,6189
RBC__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__RBC__slope_per_day,t__RBC__slope_per_day,4311
RBC__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__RBC__std_24h,t__RBC__std_24h,2
RBC__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__RBC__std_72h,t__RBC__std_72h,2403
RDW__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__RDW__delta,t__RDW__delta,4358
RDW__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__RDW__first_admission,t__RDW__first_admission,6227
RDW__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__RDW__max_24h,t__RDW__max_24h,3334
RDW__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__RDW__max_72h,t__RDW__max_72h,5128
RDW__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__RDW__mean_24h,t__RDW__mean_24h,3334
RDW__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__RDW__mean_72h,t__RDW__mean_72h,5128
RDW__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__RDW__min_24h,t__RDW__min_24h,3334
RDW__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__RDW__min_72h,t__RDW__min_72h,5128
RDW__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__RDW__prev1,t__RDW__prev1,6227
RDW__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__RDW__prev2,t__RDW__prev2,4358
RDW__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__RDW__prev3,t__RDW__prev3,3331
RDW__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__RDW__prior_count,t__RDW__prior_count,6227
RDW__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__RDW__slope_per_day,t__RDW__slope_per_day,4358
RDW__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__RDW__std_24h,t__RDW__std_24h,2
RDW__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__RDW__std_72h,t__RDW__std_72h,2436
Reticulo_abs__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Reticulo_abs__delta,t__Reticulo_abs__delta,126
Reticulo_abs__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Reticulo_abs__first_admission,t__Reticulo_abs__first_admission,307
Reticulo_abs__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Reticulo_abs__max_24h,t__Reticulo_abs__max_24h,131
Reticulo_abs__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Reticulo_abs__max_72h,t__Reticulo_abs__max_72h,209
Reticulo_abs__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Reticulo_abs__mean_24h,t__Reticulo_abs__mean_24h,131
Reticulo_abs__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Reticulo_abs__mean_72h,t__Reticulo_abs__mean_72h,209
Reticulo_abs__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Reticulo_abs__min_24h,t__Reticulo_abs__min_24h,131
Reticulo_abs__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Reticulo_abs__min_72h,t__Reticulo_abs__min_72h,209
Reticulo_abs__prev1,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 1 value,no token when unavailable,f__Reticulo_abs__prev1,t__Reticulo_abs__prev1,307
Reticulo_abs__prev2,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 2 value,no token when unavailable,f__Reticulo_abs__prev2,t__Reticulo_abs__prev2,126
Reticulo_abs__prev3,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,previous same-admission 3 value,no token when unavailable,f__Reticulo_abs__prev3,t__Reticulo_abs__prev3,68
Reticulo_abs__prior_count,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,number of earlier finalized same-lab values in admission,no token when unavailable,f__Reticulo_abs__prior_count,t__Reticulo_abs__prior_count,307
Reticulo_abs__slope_per_day,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,delta divided by elapsed days,no token when unavailable,f__Reticulo_abs__slope_per_day,t__Reticulo_abs__slope_per_day,126
Reticulo_abs__std_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 24h,no token when unavailable,f__Reticulo_abs__std_24h,t__Reticulo_abs__std_24h,0
Reticulo_abs__std_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,std of prior same-lab values in 72h,no token when unavailable,f__Reticulo_abs__std_72h,t__Reticulo_abs__std_72h,41
Sodium__delta,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,latest previous minus second latest previous,no token when unavailable,f__Sodium__delta,t__Sodium__delta,14502
Sodium__first_admission,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,first finalized value in admission,no token when unavailable,f__Sodium__first_admission,t__Sodium__first_admission,24875
Sodium__max_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 24h,no token when unavailable,f__Sodium__max_24h,t__Sodium__max_24h,17516
Sodium__max_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,max of prior same-lab values in 72h,no token when unavailable,f__Sodium__max_72h,t__Sodium__max_72h,22884
Sodium__mean_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 24h,no token when unavailable,f__Sodium__mean_24h,t__Sodium__mean_24h,17516
Sodium__mean_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,mean of prior same-lab values in 72h,no token when unavailable,f__Sodium__mean_72h,t__Sodium__mean_72h,22884
Sodium__min_24h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 24h,no token when unavailable,f__Sodium__min_24h,t__Sodium__min_24h,17516
Sodium__min_72h,lab_history,labs_with_Measurements.csv,resultdate < target orderdate,min of prior same-lab values in 72h,no token when unavailable,f__Sodium__min_72h,t__Sodium__min_72h,22884
